id,datetime,user,txt,like_n,comment_n,retweet_n,view_n
1763536070749159717,2024-03-01 12:05:38,JMilei,"VIVA LA LIBERTAD CARAJO 
VIVA LA LIBERTAD CARAJO 
VIVA LA LIBERTAD CARAJO",22000,5000,5600,6200000
1763571402139955299,2024-03-01 14:26:02,JuanGrabois,"Profético. Las primeras tablas fueron destruidas por la adoración al falso dios de oro, el famoso becerro, creando anomia y caos en el Pueblo de Dios; así sucede en la Historia cada vez que la idolatría del dios dinero se impone destruyendo la solidaridad interhumana y la",7800,2300,1800,538000
1763584977290002458,2024-03-01 15:19:59,SantoroLeandro,"Recomiendo su lectura.
Diálogo imaginario entre Milei y John Rawls",254,16,106,14000
1763588873605574798,2024-03-01 15:35:28,LuisLacallePou,"Hacer las cosas bien, ser generoso, cuidar y sentirse parte de una comunidad son experiencias que nos llenan de alegría.",1400,127,385,58000
1763603553027826146,2024-03-01 16:33:47,SantoroLeandro,"Más allá de las diferencias, quiero agradecerle a 
@jorgemacri
 por tomar parte de nuestra propuesta sobre salud mental. Confío se haga realidad.
Espero también que el Pte Milei tome el ejemplo de una convivencia  democratica seria, madura y tolerante y evite agresiones esta noche.",1600,104,239,76000
1763671067820716160,2024-03-01 21:02:04,JMilei,".
@QuintelaRicardo
 parece que nos vas a privar de una gran lección de teoría monetaria a los argentinos.
Sería de mucha ayuda que argentinos y muchos economistas tomaran nota de que el dinero es deuda del BC para con los individuos. Tema no menor en el caso del deudor insolvente.",10000,655,2300,400000
1763723606524096616,2024-03-02 00:30:50,JuanGrabois,"Saben que pasa con cada alimento que se reparte porque no reparten ninguno. La casta come todos los dias, los pibes no.",21000,4100,5100,612000
1763730319683858559,2024-03-02 00:57:31,JuanGrabois,Jinetes del Fracaso. Si Milei hubiera seguido con el Rock&Roll podría haber hecho un banda piola con ese nombre y hubiera evitado el espectáculo lamentable de los aplaudidores más boludos de la historia reciente que -pasados de merca- se visten de gala para chillar loas a un,26000,9100,6400,1500000
1763734363592708284,2024-03-02 01:13:35,madorni,"Más capitalismo y más libertad.

Fin.",30000,828,3800,360000
1763735383420846372,2024-03-02 01:17:38,madorni,Comienzo.,23000,1400,3300,552000
1763747926486949975,2024-03-02 02:07:29,madorni,Fin.,9900,195,800,133000
1763751505343975505,2024-03-02 02:21:42,JMilei,VIVA LA LIBERTAD CARAJO,125000,6400,16000,2100000
1763762915121746202,2024-03-02 03:07:02,SantoroLeandro,"Un acuerdo político no impone una agenda cerrada, la negocia.
Decir: Estas son mis 10 ideas, bancalas, votame la ley de Bases y yo te resuelvo el dinero de tu provincia, no parece ser un método muy republicano.
No hablar de Producción, educación y Deuda le quita seriedad al",9800,2200,2800,407000
1763767804346433772,2024-03-02 03:26:28,JMilei,"Paquete anticasta, Pacto de Mayo y rumbo económico: las definiciones de Javier Milei en su primer discurso ante la Asamblea Legislativa",8500,363,1600,106000
1763767849204486578,2024-03-02 03:26:39,JMilei,Javier Milei enviará una ley “anticasta” para eliminar las jubilaciones de privilegio de presidentes y vices,10000,569,1400,164000
1763767909812216107,2024-03-02 03:26:53,JMilei,"Las durísimas frases de Javier Milei contra los opositores a su gobierno: ""Algunos políticos suman con dificultad, salvo que se trate de la propia""",7300,251,1400,109000
1763767960185794757,2024-03-02 03:27:05,JMilei,"Javier Milei: No tengo mayorías parlamentarias ni gobernadores, pero sé qué hacer y tengo la convicción para hacerlo",30000,2700,5500,603000
1763954663865401615,2024-03-02 15:48:59,AlvaroDelgadoUy,El presidente rindió cuentas por última vez en el mandato ante la Asamblea General. Y demostró que este Gobierno hizo lo que había que hacer para mejorar el presente y darle un futuro a los uruguayos: hoy somos más libres. “Hoy hay confianza y por ende hay esperanza”.,951,190,183,40000
1763986634423328886,2024-03-02 17:56:01,jlespert,"Una de las condiciones previas al #PactoDeMayo que impuso el Presidente es que los gobernadores pongan la cara y blanqueen que necesitan. Estamos hablando de transparentar lo que no es transparente hoy, cosas extra coparticipación como los fondos fiduciarios.",802,37,190,21000
1764067073267802330,2024-03-02 23:15:39,GugaLusto,"Ayer vimos a un presidente de dos caras. La primera parte del discurso, Milei se presentó como un salvador mesiánico, manipulando cifras, exagerando y mintiendo. Todos lo escuchamos con atención y respeto. Podemos coincidir en algunas de sus propuestas aun cuando 95% del tiempo",6600,7800,1800,2100000
1764078055922827459,2024-03-02 23:59:18,JMilei,Parece que alguien la estaba viendo...,22000,660,2900,668000
1764107164539343183,2024-03-03 01:54:58,SantoroLeandro,Hoy en Mar del Plata.,3200,735,964,95000
1764266191189623074,2024-03-03 12:26:53,JMilei,"Milei también le habló a los mercados: promesa de déficit cero, reformas estructurales y acuerdo político - Infobae",7000,485,1200,164000
1764274783137522018,2024-03-03 13:01:01,jlespert,"Gobernador, su Pcia recibe de coparticipación lo que genera de impuestos. Ud, debería ser punta de lanza en terminar con su componente redistributivo y luego reducir al mínimo (ideal, eliminarla) la coparticipación para que haya realmente correspondencia fiscal y así los",3400,137,761,160000
1764279485623337185,2024-03-03 13:19:42,jlespert,#RebelionFiscal No se lo paguemos y menos al inútil biológico de Kicillof (es incapaz de hacer algo bien).,6700,1200,2100,183000
1764305081619345588,2024-03-03 15:01:25,jlespert,"Hoy a las 20:00 hs. estaré con 
@majulluis
 en #LaCornisa por 
@lanacionmas",405,39,59,15000
1764307161243349494,2024-03-03 15:09:41,jlespert,"Perfecto entonces gobernador 
@GustavoSaenzOK
 Salta recibe de coparticipación mucho más de lo que aporta. Devuelva la diferencia, baje el gasto público y cóbrele impuestos a los salteños. Ese es el verdadero federalismo. Autonomía para gastar...y recaudar.",6800,271,1600,142000
1764312080776110380,2024-03-03 15:29:14,JMilei,"Can Javier Milei rely on social media to shake up Argentina? https://ft.com/content/c6a92dc8-d2b7-44fc-b23b-00a1f96fa334… vía 
@ft",3100,202,509,500000
1764312238494568617,2024-03-03 15:29:51,JMilei,FENÓMENO BARRIAL...,7100,380,843,373000
1764315607896387768,2024-03-03 15:43:14,madorni,Adorni - Trump 2031,7700,464,678,165000
1764317107737555187,2024-03-03 15:49:12,madorni,"El miedo que algunos tienen es simplemente que todo salga bien.

Fin.",25000,1700,3900,719000
1764319916620951874,2024-03-03 16:00:22,jlespert,"Hoy a las 22:00 hs. estaré con 
@rominamanguel
 en #OpiniónPública por 
@canal9oficial",155,35,23,20000
1764328082041663654,2024-03-03 16:32:49,JMilei,"FENÓMENO BARRIAL...

Milei's Free Market Reforms Can Reshape Argentine Cinema https://reason.com/2024/03/02/mileis-free-market-reforms-can-reshape-argentine-cinema/… vía 
@reason",3500,268,695,116000
1764332524958842883,2024-03-03 16:50:28,JMilei,"Por esto ya no voy a 
@todonoticias
 ...
Porque han operado durante toda la campaña en mi contra y ahora pasan mucho tiempo haciendo lo mismo... de hecho, algunas acciones que tomaron constituyen agresiones directas...
Algunos periodistas son dignos, pero muchos son muy oscuros...",30000,3000,6900,1500000
1764355572776743304,2024-03-03 18:22:03,PatoBullrich,"78 BARRAS AFUERA DEL ESTADIO KEMPES

En equipo todo se puede. 
Entre el 
@MinSeg
 y el 
@minsegcba
 paramos a 78 barras.

Los violentos no entran a las canchas.",8000,189,1700,187000
1764409522553082344,2024-03-03 21:56:25,KamalaHarris,"What we are seeing every day in Gaza is devastating, and our common humanity compels us to act. 

Given the immense scale of suffering in Gaza, there must be an immediate ceasefire for at least the next six weeks.",13000,6400,5000,3100000
1764420582328689108,2024-03-03 22:40:22,PatoBullrich,"¡Presos por producir y vender material de abuso sexual infantil a otros países!

PFA investigó con todas las herramientas del área de ciberdelitos y los detuvo en Misiones y en Tucumán.

Si tenés información o sos víctima de ciberdelito, hacé la denunciá anónima al 134.",10000,248,2800,139000
1764447031265833069,2024-03-04 00:25:28,madorni,"No tengo ni idea señora, pero puede preguntarle a Axel Kicillof ya que lo que muestra el video son efectivos de la Unidad Táctica de Operaciones Inmediatas (UTOI) que dependen del Ministerio de Seguridad de la Provincia de Buenos Aires. Saludos y que Dios la bendiga. Fin.",35000,1400,5800,786000
1764447675955421537,2024-03-04 00:28:02,jlespert,"Es crítico derrumbar 3 castas:

 La casta sindical: eliminando las reelecciones indefinidas.
 La casta política: bajando 15 puntos del gasto público.
 La casta empresaria: con una apertura al comercio mundial.",6600,319,1600,101000
1764449701896622107,2024-03-04 00:36:05,KamalaHarris,"Our fight for freedom is not over. 

We are witnessing a full-on attack on hard-fought freedoms, starting with the freedom to vote.

President Biden and I will continue to demand that Congress pass the Freedom to Vote Act and the John Lewis Voting Rights Advancement Act.",11000,3200,2600,452000
1764476396078833924,2024-03-04 02:22:09,GugaLusto,El presidente no contempla cómo va a mejorar la economía real.,1300,2900,539,196000
1764483121448177905,2024-03-04 02:48:53,jlespert,"La relación entre Nación y provincias fiscalmente es tóxica por la Coparticipación Federal de Impuestos, los fondos fiduciarios y las transferencias extra-presupuestarias. Hay que terminar con esto. ¿Cuánta plata necesitan los Estados Provinciales para funcionar?",1900,92,513,41000
1764649705319862489,2024-03-04 13:50:50,PatoBullrich,"MÁS DE 640 KILOS DE DROGA EN LA FRONTERA

Los narcos la cruzaban en canoas, la arrojaban sobre nuestra costa y volvían inmediatamente a la costa paraguaya. Gendarmería, vigilando los márgenes del río, frenó el ingreso y la incautó en Misiones.

Droga que se incauta, se quema.",9600,390,2500,425000
1764651807437918236,2024-03-04 13:59:11,jlespert,Falso. Nada sirve de las leyes laborales actuales. Tenemos la mitad de los trabajadores en negro; 8.000.000 de laburantes precarizados ¿Qué pretenden? ¿Que estén todos en negro? Está perfecto que CADA empresa tenga su convenio colectivo de acuerdo a sus posibilidades.,3900,277,1000,88000
1764669745322721532,2024-03-04 15:10:27,KamalaHarris,"Let’s continue to organize for our fundamental freedoms. Let’s continue to fight.

And let's make some good trouble along the way.",5800,1500,1400,276000
1764672548841689403,2024-03-04 15:21:36,AlvaroDelgadoUy,"Felicitaciones a 
@JavierGarcia_Uy
 por una gestión ejemplar que va a dejar huella, por el compromiso con las FFAA y sobre todo por el servicio a toda la sociedad.",306,36,51,14000
1764673849696678088,2024-03-04 15:26:46,AlvaroDelgadoUy,"Hoy asume 
@Acastaingdebat
 como ministro de Defensa, le deseamos todo lo mejor en la gestión.",175,35,25,13000
1764695886922235977,2024-03-04 16:54:20,PatoBullrich,"54 KILOS DE COCAÍNA CON LA MARCA DEL DELFÍN

La investigación que surgió de los 17 kg incautados en Salta llevó a GNA hasta Santiago del Estero, donde detuvo a 4 narcos trasladando 37 kg con la marca del Cartel del Golfo.

¡Eslabón por eslabón desarticulando la cadena delictiva!",6200,167,1600,101000
1764701325856530616,2024-03-04 17:15:57,SantoroLeandro,"El cierre de Telam no es una política para los medios públicos. Tampoco un recorte más del gasto.
El Gob lo considera una ""victoria política"" en su batalla cultural contra lo público. Por eso la insensibilidad de festejarlo. No miden el dolor de los despedidos. Están en guerra.",6400,832,1800,152000
1764707644994916403,2024-03-04 17:41:03,madorni,"Les dejo el “modelo” del discurso hecho por el propio Presidente de la Nación como base del discurso que luego brindó ante la Asamblea Legislativa.

Boceto histórico de la nueva Argentina.

Fin.",14000,2000,2700,823000
1764720078824550730,2024-03-04 18:30:28,AlvaroDelgadoUy,"Las políticas sociales han sido una prioridad de este Gobierno: cambiamos dependencia por oportunidades. Gran parte de esos logros son resultado del trabajo incansable de 
@MartinLemaUy
. Gracias por el servicio y el compromiso. Vamos por más.
El deseo de una buena gestión para",257,71,66,14000
1764723732734464065,2024-03-04 18:44:59,SantoroLeandro,¿Se puede negociar con Milei?,3600,799,1300,96000
1764737675431481495,2024-03-04 19:40:23,JuanGrabois,La libertad según Milei: cerrar y vallar una agencia de noticias.,11000,2400,2800,275000
1764762663328924021,2024-03-04 21:19:41,KamalaHarris,"As President Joe Biden said on Friday, the United States is committed to urgently get more lifesaving assistance to innocent Palestinians in need.",4300,1900,1100,335000
1764764528359710758,2024-03-04 21:27:05,JuanGrabois,"Trebucq se burla de 
@Naty_Zaracho
 porque no terminó el secundario, poniendo en evidencia la vulgaridad canallesca y procaz de su ralea.

El mamerto se escandaliza, se agarra la calva cabeza, gesticula como un animalito y se exalta como piojo resucitado que aspira a la aprobación",24000,6100,6000,954000
1764775991732289767,2024-03-04 22:12:39,PatoBullrich,"¡Otro detenido más por distribuir material de abuso sexual infantil!

Realizando tareas de prevención en redes surgió que este hombre subía videos de una niña a la que ofrecía sexualmente. La PFA identificó la IP y lo fue a buscar a Avellaneda. 

¡El que las hace, las paga!",8700,227,2000,132000
1764776305180987611,2024-03-04 22:13:53,JuanGrabois,Bien Kichi,6000,441,431,196000
1764780876724949274,2024-03-04 22:32:03,madorni,Fin.,7800,534,1000,174000
1764796336484851878,2024-03-04 23:33:29,KamalaHarris,"In Alabama, they’re attacking the freedom to use IVF treatment.

Consider the irony—on one hand, extremists tell women they do not have the freedom to end an unwanted pregnancy. And on the other hand, these extremists tell women they do not have the freedom to start a family.",6200,1100,1600,638000
1764827597978906947,2024-03-05 01:37:42,JuanGrabois,"Señora horrible usted tiene secundario, universitario, posgrado y no deja de ser una terraplanista diplomada que compara la homosexualidad con la pediculosis, promueve el mercado de órganos, firma decretos que benefician a su propio banco, es una macartista declarada pero se",44000,4600,8900,2200000
1764844728124682327,2024-03-05 02:45:47,Kicillofok,"Participamos de la cena de Expoagro 2024 en San Nicolás, la mayor muestra agroindustrial de la región y un espacio muy necesario para seguir fortaleciendo el trabajo conjunto con productores y cooperativas.

Desde el Estado provincial venimos implementando diferentes políticas de",1700,271,477,49000
1764987385014616085,2024-03-05 12:12:39,AlvaroDelgadoUy,"En esta elección está en juego el modelo de Uruguay que queremos. Les propongo seguir este camino de desarrollo, inversión, empleo, descentralización y, sobre todo, de certeza y tranquilidad.
#PorLosPueblos",458,88,119,15000
1765006882916225348,2024-03-05 13:30:07,KamalaHarris,"It’s Super Tuesday and polls are starting to open! 

Your voice is your vote. Make sure it's heard. 

Find your polling place at http://IWillVote.com.",4000,957,1400,253000
1765017328574451990,2024-03-05 14:11:38,madorni,"Axel Kicillof gobierna una de las provincias más perjudicadas en la distribución de la coparticipación. En su discurso de ayer manifestó su falta de deseo de participar del “Pacto de Mayo” donde se lo invita a discutir precisamente la coparticipación. Extraño, muy extraño. Fin.",22000,1800,3900,500000
1765031844972462348,2024-03-05 15:09:19,PatoBullrich,"Ya estamos reunidos con todos los ministros del país en un nuevo Consejo de Seguridad Interior.

El trabajo mancomunado con los ministerios, las fuerzas federales y provinciales es fundamental para lograr nuestros objetivos y llevar cada día más seguridad a todos los argentinos.",10000,351,2100,155000
1765038332889772509,2024-03-05 15:35:06,KamalaHarris,"Congratulations, 
@JessicaMackler
 on becoming the next President of @EmilysList! 

You have led this organization with strength, and I know you will continue to help elect women up and down the ballot who will fight to protect our fundamental freedoms.",2900,367,512,225000
1765056762703417813,2024-03-05 16:48:20,Kicillofok,"La inversión educativa no se mide en ganancias económicas sino en la posibilidad que le da a los pibes y pibas de tener un futuro con más dignidad y oportunidades.

Nosotros creemos en ese camino y por eso vinimos a #Escobar a inaugurar el Jardín de Infantes N°930, una nueva",4000,1300,1100,1400000
1765057117172482220,2024-03-05 16:49:44,JuanGrabois,"Ahora Caputo es garante de la transparencia de los Fondos Fiduciarios... el tipo que tomó deuda por 82.200 millones de dólares durante el gobierno de Macri y que duplicó la deuda externa. Con ese dinero no se hizo una vivienda, una escuela, un hospital, una cloaca. Entre 2015 y",11000,2100,4300,403000
1765067274459988411,2024-03-05 17:30:06,KamalaHarris,"This Saturday, our team is hosting a virtual national organizing call to mobilize supporters across our country as we lay out the roadmap to victory in November. RSVP to join us:",1200,383,398,177000
1765080650900726240,2024-03-05 18:23:15,Kicillofok,"¡El tan esperado CAPS del barrio Itatí de Escobar abrió sus puertas!

Gracias a la articulación con el municipio concretamos este gran avance para la comunidad; una inversión que nos permite seguir fortaleciendo el modelo de salud cercano e integrado que queremos para la",1400,196,431,37000
1765092741728313527,2024-03-05 19:11:18,jlespert,"SIN CAMPO, NO HAY NACIÓN.

#Expoagro2024",3300,111,617,48000
1765097462941782028,2024-03-05 19:30:03,KamalaHarris,"If you live in...

Alabama
American Samoa
Arkansas
California
Colorado
Iowa
Maine
Massachusetts
Minnesota
North Carolina
Oklahoma
Tennessee
Texas
Utah
Vermont
Virginia

...Your presidential primary is today. Don’t forget to vote!",12000,3700,2800,797000
1765109619322429651,2024-03-05 20:18:22,madorni,"La intención es realizar el traspaso de la flota de aviones a la Fuerza Aérea, por lo que se siguen realizando las auditorías y los relevamientos pertinentes para continuar con el cumplimiento de la orden del Presidente de la Nación.

Si bien la flota ya es operada y mantenida",11000,315,1600,610000
1765127145398145329,2024-03-05 21:28:00,jlespert,"El campo es el sector por excelencia de producción en Argentina. 

#Expoagro2024",654,20,137,14000
1765132731636453638,2024-03-05 21:50:12,JMilei,Milei ratificará su agenda geopolítica con una visita a Zelensky en plena ofensiva de Rusia sobre Ucrania - Infobae,7000,1000,1300,321000
1765148474377425318,2024-03-05 22:52:45,madorni,¿?,12000,1500,1000,406000
1765163291834298832,2024-03-05 23:51:38,jlespert,"Un año más recorriendo la muestra agroindustrial a cielo abierto más grande de la región #Expoagro2024 con el privilegio de hacerlo junto a nuestro Presidente @JMilei, apoyándolo en todo lo que haremos por nuestra Argentina deseada ",4800,170,774,100000
1765190192585982012,2024-03-06 01:38:32,AlvaroDelgadoUy,"La política se basa en generar respuestas que le mejoren la vida a la gente. Por eso hacemos un campaña con alegría, nos mueve la esperanza de saber que podemos seguir avanzando y ser el país más desarrollado de la región. #PorLosPueblos",302,58,76,9100
1765220817023992129,2024-03-06 03:40:13,KamalaHarris,"As we continue to watch results come in from states across the country, including my home state of California, this is an energizing moment for our campaign. Americans of all backgrounds are showing that they sense the urgency of this election, and that they are ready to stand",8500,2400,1800,778000
1765222222447140946,2024-03-06 03:45:48,JMilei,Me dicen que la información acerca del consumo de champagne en Olivos en la anterior administración era incorrecta. Disculparse cuando uno se equivoca es lo que corresponde.,52000,4400,5200,3300000
1765320969999073288,2024-03-06 10:18:11,JMilei,FENÓMENO BARRIAL...,5900,615,909,211000
1765353851421392899,2024-03-06 12:28:51,jlespert,"Hoy a las 22:00 hs. estaré con 
@BonelliOK
 y 
@AlfanoEdg
 en #ADosVoces por 
@todonoticias",188,33,24,20000
1765360285521449411,2024-03-06 12:54:25,jlespert,"Bajar el gasto público para terminar con el déficit, como así también, bajar impuestos para beneficiar a los argentinos es una tarea no solo de nación, las provincias y los municipios tienen que trabajar en eso.",1300,99,350,25000
1765366700147397099,2024-03-06 13:19:54,jlespert,Por primera vez en 40 años de democracia se está achicando el Estado. Argentina va a ver la luz y los ciudadanos estaremos cada vez mejor.,1700,163,392,29000
1765384130273874106,2024-03-06 14:29:10,Kicillofok,"El gobierno de Milei apeló el fallo del juzgado de Nueva York contra Argentina por la recuperación de YPF. 

Los argumentos: el fallo es ilegal bajo el derecho argentino, que es el aplicable como ha reconocido la propia justicia de EE.UU, y además, viola nuestra soberanía.",6500,1,2300,157000
1765387830212080027,2024-03-06 14:43:52,madorni,Fin.,11000,4300,3400,4099999
1765412111683920230,2024-03-06 16:20:21,KamalaHarris,"Across our nation, fundamental freedoms are under assault. 

The freedom to vote.
The freedom to learn.
The freedom to control one’s own body.
The freedom to just simply be.

We have been called to fight for and protect our fundamental freedoms—and together, we will get it done.",8200,2700,2200,307000
1765423119127244943,2024-03-06 17:04:06,Kicillofok,"Mientras el Gobierno nacional elimina la 5ta hora de clases, recorta recursos para el sueldo docente y frena la obra pública, la provincia de Buenos Aires construye, inaugura e invierte en la educación pública.

En Rafael Castillo abrimos un nuevo Jardín de Infantes que",6000,1600,1900,152000
1765439771877278130,2024-03-06 18:10:16,GugaLusto,"Hoy Milei dijo que la educación pública es un mecanismo de lavado de cerebro. Argentina tiene 5 Premios Nobel y decenas de miles de prestigiosos profesionales, académicos y empresarios que se formaron en la educación pública y pasaron por la UBA. 

Me pregunto si para el",6900,4900,1700,750000
1765442978007470123,2024-03-06 18:23:00,KamalaHarris,".
@JoeBiden
 will speak to the nation during his State of the Union address on Thursday.

We’re bringing together supporters from across the country to hear about our historic progress and what’s to come for America’s future. Join our virtual watch party.",2400,662,662,175000
1765458074590941268,2024-03-06 19:23:00,JuanGrabois,"Loco todos estos ajustadores cortados por la misma tijera: no hay para los maestros, comedores, jubilados, cooperativas, barrios populares, pero si para ""la casta"". No se pueden ajustar ustedes ni para disimular.",8700,579,2900,248000
1765475291357438349,2024-03-06 20:31:25,Kicillofok,"Creemos en un proyecto de país federal, donde cada provincia pueda desarrollarse y transformar la vida de sus habitantes con los recursos que le pertenecen; un modelo profundamente democrático que tenga como único objetivo garantizar el trabajo, la salud, la educación, la",2100,0,575,39000
1765482539680985277,2024-03-06 21:00:13,JMilei,".
@museoshoa
 poniendo en orden a los que con intención de ensuciar llevan la discusión a lugares ridículamente agraviantes.",4600,474,982,216000
1765498272322290024,2024-03-06 22:02:44,JuanGrabois,"No hablaré de los niños, apenas mencionaré la reacción inhumana del presidente, solo con ese discurso de una hora bastaba para el escándalo. Más allá del lenguaje promilitar y macartista, si usted llegó al grado de depravación en el que se normaliza a un señor frente a una",19000,1900,4500,550000
1765513013937713302,2024-03-06 23:01:18,jlespert,"Maldito 
@Kicillofok
 Inútil esférico (inútil por donde lo mires) por haber estatizado...y mal (violando contratos internacionales) YPF en 2012.",6100,526,1900,109000
1765520259056800201,2024-03-06 23:30:06,jlespert,"“SIN CAMPO, NO HAY NACIÓN” en #Expoagro2024  

Los espero este viernes a las 11 hs. en el Auditorio Agronegocios 

Información general 
http://expoagro.com.ar",503,61,99,63000
1765530407829659857,2024-03-07 00:10:25,JuanGrabois,Un Pacto de Mayo para los de abajo.,2100,600,595,69000
1765531664732553451,2024-03-07 00:15:25,JMilei,DESENMASCARANDO A UNA GRAN FARSANTE Y MENTIROSA,21000,2800,4400,2300000
1765532847958339650,2024-03-07 00:20:07,jlespert,"Perfecto. Para el delincuente, cárcel o bala.",5800,366,756,113000
1765553079687024658,2024-03-07 01:40:31,AlvaroDelgadoUy,"Para nosotros el proceso de descentralización atraviesa todas las políticas públicas: es una concepción de cómo encaramos el país. Cada lugar importa, cada pueblo importa, chico o grande. Hoy estuvimos con los vecinos de Paso Hospital, Moirones, Lapuente, Paso Ataques y Minas de",200,14,48,6600
1765560088121549023,2024-03-07 02:08:22,jlespert,"Mañana a las 08:00 hs. estaré con 
@fabdoman
 en #BDAExtra por 
@A24COM",91,14,12,15000
1765566476344271056,2024-03-07 02:33:45,jlespert,Los gobernadores tienen que ser abanderados de la apertura al comercio para que las provincias prosperen.,1600,96,369,40000
1765731797856321880,2024-03-07 13:30:40,AlvaroDelgadoUy,"La confiabilidad de Uruguay atrae inversiones y genera empleos. Esto se da por la seguridad jurídica y estabilidad política del país, pero también porque hay un gobierno que tiene rumbo. Nos comprometemos a seguir con este rumbo para llegar a ser el país más desarrollado de",252,47,78,9800
1765794749263335732,2024-03-07 17:40:49,GugaLusto,El Pacto de Mayo que propone Milei deja afuera a la educación y es una trampa para los jubilados.,839,1500,352,88000
1765806264926257204,2024-03-07 18:26:35,JuanGrabois,Impecable Nati. Responde con altura los ataques y además plantea propuestas y visión política. Le pasa el trapo a más de uno con posgrados.,7300,1600,1600,190000
1765895797709672619,2024-03-08 00:22:21,AlvaroDelgadoUy,"Hoy estuvimos #PorLosPueblos de Artigas, estos mano a mano nos dan la posibilidad de hablar con uruguayos de todos los rincones del país, porque para nosotros cada persona vale lo mismo y merece los mismos servicios, esté donde esté.",205,19,47,5100
1765898505187414516,2024-03-08 00:33:07,JuanGrabois,Para la casta no hay DNU.,1500,164,436,64000
1766055619780317626,2024-03-08 10:57:26,AlvaroDelgadoUy,"Generar igualdad en todos los aspectos y, más que eso, oportunidades es lo que nos mueve. En este #8M reforzamos nuestro compromiso con la construcción de una sociedad más justa para todos y de un país donde cada mujer pueda ser lo que quiera ser. 
Entre otras propuestas,",285,145,84,29000
1766071243973792198,2024-03-08 11:59:31,JMilei,"FENÓMENO BARRIAL EN ESPAÑA...
VIVA LA LIBERTAD CARAJO",12000,1400,1900,341000
1766073635024814349,2024-03-08 12:09:01,JMilei,LA CASTA SE AUTOENCUBRE,23000,968,4800,748000
1766075543429005702,2024-03-08 12:16:36,JMilei,"BIENVENIDO A LAS FUERZAS DEL CIELO...!!!
VIVA LA LIBERTAD CARAJO",9700,710,1100,433000
1766075911609233545,2024-03-08 12:18:04,jlespert,"Que la vida se realice en Argentina tal como lo soñó Alberdi con la Constitución de 1853. Autonomía municipal, autonomía provincial y un gobierno federal que hace algunas tareas y recauda algunos impuestos.",378,44,82,15000
1766119951192989853,2024-03-08 15:13:03,PatoBullrich,"LAS VÍCTIMAS NUNCA PUEDEN SER VICTIMARIOS

A la polícia Yanina Marotte la metieron presa por defenderse de dos delincuentes. Anoche fue liberada. Hoy la recibí para darle un abrazo y todo mi apoyo. 

Siempre voy a estar del lado de los policías que defienden a la gente. Mi",32000,1500,7300,743000
1766136423286006028,2024-03-08 16:18:31,GugaLusto,"Este #8M acompañamos y reafirmamos el compromiso de seguir trabajando por una sociedad más justa. Creemos en la importancia de construir mejores políticas que intervengan y no reproduzcan la violencia y la desigualdad hacia las mujeres y diversidades. 

Por eso, desde la",478,689,128,59000
1766203576156602761,2024-03-08 20:45:21,KamalaHarris,"My message to every little girl across our nation on International Women’s Day: dream with ambition.

We are committed to lifting up women and girls everywhere because their ambitions and aspirations will change the world.",11000,1500,2300,350000
1766208426328093044,2024-03-08 21:04:38,PatoBullrich,"COMITÉ DE CRISIS PARA ROSARIO

Es imperativo frenar la escalada de violencia en Rosario y restablecer la seguridad interior. 

Junto al gobernador Pullaro, redoblaremos los esfuerzos de nuestras 5 fuerzas federales y la Policía de Santa Fe y habilitamos la norma de Seguridad",8100,660,1900,236000
1766208439770927302,2024-03-08 21:04:41,JuanGrabois,"Luego de nuestra denuncia por incumplimiento de los deberes de funcionario a Sandra Pettovello y otros hambreadores infames disfrazados de ""rompecurros"" que privan a los niños de alimentos y a los enfermos de medicamentos, la Fiscalía pidió al Ministerio de Capital Humano que",12000,2200,3100,503000
1766214483058295257,2024-03-08 21:28:42,jlespert,"SIN CAMPO, NO HAY NACIÓN 

Hoy y siempre del lado de los que producen #Expoagro2024",1200,75,193,70000
1766233044594180379,2024-03-08 22:42:27,KamalaHarris,President @JoeBiden is in Philadelphia to speak with voters about what’s at stake in November—from protecting reproductive freedom to defending our democracy. Tune in now to watch. https://x.com/i/broadcasts/1/i/broadcasts/1OdKrjNoqDpKX…,1600,235,351,196000
1766251323907862696,2024-03-08 23:55:05,KamalaHarris,"Donald Trump was the architect of the IVF crisis. 

It’s time we guarantee the right to IVF nationwide. We can’t keep families waiting any longer.",4400,704,1100,251000
1766272778473222451,2024-03-09 01:20:20,jlespert,"Este gobierno emprendió el camino adecuado, el de ir contra las castas y los privilegios, contra todo aquello que signifique algo malo para la producción agropecuaria. Hay que apoyarlo porque del otro lado tenemos al kirchnerismo que tanto mal nos hizo.

#Expoagro2024",1300,86,281,54000
1766273720450941231,2024-03-09 01:24:05,madorni,¡Feliz día!,4600,222,440,129000
1766290468017471976,2024-03-09 02:30:38,LuisLacallePou,"Visitamos la 37 edición de la 
@patriagauchauy
 que se realiza en Tacuarembó.",928,50,183,32000
1766301305096561121,2024-03-09 03:13:42,AlvaroDelgadoUy,"Recorrimos y disfrutamos la edición 37 de la Patria Gaucha, en Tacuarembó.",247,18,54,9900
1766464264808665380,2024-03-09 14:01:14,PatoBullrich,"1 OPERATIVO CERROJO
100 KG DE DROGA
4 DETENIDOS

Bajaban los bultos de una barcaza, los subían a un auto y escapaban con otro que hacía de puntero. PNA los persiguió, cercó y atrapó cuando descargaban en una casa en Misiones.

No hay vuelta atrás: ¡el que las hace, las paga!",6700,198,1600,128000
